Transaction_id,Card_id,Subtotal,Tax,Total,Address_id,Time,Date,Location_Fraud_Flagged,High_total_Flagged,Non_Fuel_Flagged,IsFraud
297,99739607950008,1877.0,244.01,2121.01,9212,12:03:40,2024-01-19,False,False,False,False
298,99739607950009,1378.0,179.14,1557.14,4398,09:10:39,2024-08-21,False,False,True,True
299,99739607950010,2124.87,276.2331,2401.1031,9275,21:29:16,2023-11-26,False,False,False,False
300,99739607950010,2700.0,351.0,3051.0,2456,20:38:11,2024-10-10,False,False,False,False
301,99739607950010,2818.0,366.34,3184.34,7691,16:55:11,2024-10-27,False,False,False,False
302,99739607950010,1112.5,144.625,1257.125,1296,09:32:26,2023-12-09,False,False,False,False
303,99739607950010,1278.0,166.14,1444.14,8735,22:38:16,2024-06-26,False,False,False,False
304,99739607950010,1355.91,176.2683,1532.1783,8036,06:39:59,2024-06-06,False,False,False,False
305,99739607950010,940.0,122.2,1062.2,3290,23:17:02,2023-12-18,False,False,False,False
306,99739607950010,1815.0,235.95,2050.95,6840,05:36:24,2023-12-12,False,False,False,False
307,99722679730001,3040.0,395.2,3435.2,9689,12:49:53,2023-12-30,False,False,False,False
308,99722679730001,1494.0,194.22,1688.22,7700,09:26:56,2024-08-28,False,False,False,False
309,99722679730001,1233.0,160.29,1393.29,3551,19:27:16,2024-04-29,False,False,True,True
310,99722679730001,1117.01,145.2113,1262.2213,2099,06:37:35,2024-11-04,False,False,False,False
311,99722679730001,1585.5,206.115,1791.615,8735,19:25:05,2024-03-20,False,False,False,False
312,99722679730001,3483.5,452.855,3936.355,2456,11:36:42,2024-09-15,False,False,False,False
313,99722679730001,860.0,111.8,971.8,1926,21:14:14,2024-03-09,False,False,False,False
314,99722679730001,1756.0,228.28,1984.28,8193,19:26:54,2023-12-15,False,False,False,False
315,99722679730002,1577.5,205.075,1782.575,1952,06:08:15,2024-06-19,False,False,False,False
316,99722679730002,1873.0,243.49,2116.49,1688,08:36:29,2024-06-30,False,False,False,False
317,99722679730002,2202.0,286.26,2488.26,3692,17:42:24,2023-12-22,False,False,False,False
318,99722679730002,1287.0,167.31,1454.31,3657,16:14:46,2024-10-26,False,False,False,False
319,99722679730002,2092.0,271.96000000000004,2363.96,4893,15:24:18,2024-08-25,False,False,False,False
320,99722679730002,2565.5,333.515,2899.015,9410,20:57:49,2024-07-27,False,False,False,False
321,99722679730003,2968.0,385.84,3353.84,9689,05:19:15,2024-03-29,False,False,False,False
322,99722679730003,1038.52,135.0076,1173.5276,8533,04:52:47,2024-07-11,False,False,False,False
323,99722679730003,2473.62,321.5706,2795.1906,9401,10:54:02,2024-04-30,False,False,False,False
324,99795649860001,823.0,106.99,929.99,3392,03:51:57,2024-04-10,False,False,False,False
325,99795649860001,1595.5,207.415,1802.915,4256,16:12:20,2024-10-04,True,False,True,True
326,99795649860001,1374.5,178.685,1553.185,4398,06:36:03,2023-12-30,True,False,False,True
327,99795649860001,2836.0,368.68,3204.68,5577,00:52:50,2024-09-21,False,False,False,False
328,99795649860001,2253.5,292.955,2546.455,1044,20:33:41,2024-07-04,True,False,False,True
329,99795649860001,1908.0,248.04,2156.04,8342,09:40:06,2024-09-16,True,False,False,True
330,99795649860002,407.52,52.9776,460.4976,2314,13:29:39,2024-01-11,False,False,False,False
331,99795649860002,1411.5,183.495,1594.995,2708,15:02:48,2024-05-29,True,False,False,True
332,99795649860002,1431.0,186.03,1617.03,3803,01:07:04,2024-08-29,True,False,False,True
333,99795649860002,1275.2,165.776,1440.976,3290,23:46:06,2024-07-15,True,False,False,True
334,99795649860002,2774.35,360.6655,3135.0155,9526,20:06:39,2024-05-10,False,True,False,True
335,99795649860002,748.0,97.24,845.24,5577,23:46:14,2024-02-05,False,False,True,True
336,99795649860002,1174.0,152.62,1326.62,2891,20:30:48,2024-02-26,True,False,True,True
337,99795649860002,1692.0,219.96,1911.96,1024,01:12:31,2024-05-30,True,False,False,True
338,99795649860002,1391.0,180.83,1571.83,1689,03:55:20,2024-07-06,True,False,False,True
339,99795649860003,2039.69,265.15970000000004,2304.8497,4092,06:17:43,2024-10-07,True,False,False,True
340,99795649860003,2085.0,271.05,2356.05,9689,07:50:16,2024-02-21,False,False,False,False
341,99795649860003,2680.0,348.40000000000003,3028.4,7106,09:29:06,2023-11-30,True,False,False,True
342,99795649860003,2479.5,322.33500000000004,2801.835,4256,03:25:05,2024-10-27,True,False,False,True
343,99795649860003,495.43,64.4059,559.8359,8193,22:52:49,2024-04-30,True,False,False,True
344,99795649860003,3006.0,390.78,3396.78,9513,05:21:29,2024-06-23,True,False,False,True
345,99795649860003,2400.8,312.10400000000004,2712.9040000000005,8036,14:41:28,2024-08-01,False,False,False,False
346,99795649860003,1256.0,163.28,1419.28,8036,11:43:52,2023-12-30,False,False,True,True
347,99795649860004,1335.0,173.55,1508.55,104,07:55:23,2024-04-30,False,False,True,True
348,99795649860004,1080.58,140.4754,1221.0554,3657,16:49:37,2024-02-17,True,False,True,True
349,99795649860004,3111.0,404.43,3515.43,2657,03:08:54,2024-03-22,True,False,False,True
350,99795649860004,866.46,112.6398,979.0998,5621,19:52:52,2023-11-23,False,False,False,False
351,99795649860004,1723.0,223.99,1946.99,2219,19:30:19,2024-07-20,True,False,False,True
352,99795649860004,2951.0,383.63,3334.63,8193,15:17:00,2023-12-02,True,False,False,True
353,99795649860004,1936.0,251.68,2187.68,7691,11:44:45,2024-01-20,True,False,False,True
354,99795649860005,1284.0,166.92000000000002,1450.92,1051,21:20:03,2024-04-04,False,False,False,False
355,99795649860005,834.5,108.485,942.985,9410,11:31:10,2024-06-05,False,False,False,False
356,99795649860005,1757.0,228.41,1985.41,9401,00:31:22,2024-04-27,False,False,False,False
357,99795649860005,1930.0,250.9,2180.9,3290,11:51:34,2024-03-09,False,False,False,False
358,99795649860005,1313.81,170.7953,1484.6053,4592,15:56:21,2024-03-07,False,False,False,False
359,99795649860005,1880.0,244.4,2124.4,870,07:43:10,2024-09-25,False,False,False,False
360,99795649860005,1431.21,186.0573,1617.2673,5253,06:07:28,2024-11-16,False,False,False,False
361,99795649860005,2632.5,342.225,2974.725,5621,05:17:18,2024-10-21,False,False,False,False
362,99751555650001,809.86,105.2818,915.1418,9410,00:16:45,2024-03-22,False,False,False,False
363,99751555650001,1537.71,199.90230000000005,1737.6123,9513,02:45:52,2024-08-29,False,False,False,False
364,99751555650001,3866.0,502.58,4368.58,3637,10:55:23,2024-08-06,False,True,False,True
365,99751555650001,1470.0,191.1,1661.1,6015,06:39:11,2024-06-20,False,False,False,False
366,99751555650001,1116.73,145.1749,1261.9049,3637,01:45:54,2024-04-18,False,False,False,False
367,99751555650001,1505.5,195.715,1701.215,2708,10:01:32,2024-06-05,False,False,False,False
368,99751555650001,1033.5,134.35500000000002,1167.855,6027,16:43:28,2024-02-01,False,False,False,False
369,99751555650001,917.0,119.21,1036.21,6547,22:34:15,2024-09-28,False,False,True,True
370,99751555650001,1615.0,209.95,1824.95,3657,11:05:20,2024-04-07,False,False,False,False
371,99751555650002,1851.0,240.63,2091.63,2664,11:16:52,2024-02-01,False,False,False,False
372,99751555650003,2543.5,330.65500000000003,2874.155,9600,14:23:09,2024-10-15,True,False,True,True
373,99751555650003,1189.5,154.63500000000002,1344.135,4235,22:54:17,2024-06-28,True,False,False,True
374,99751555650003,2968.0,385.84,3353.84,4398,00:43:08,2024-03-27,True,False,False,True
375,99751555650003,1648.0,214.24,1862.24,6754,16:07:59,2024-01-07,False,False,False,False
376,99751555650003,2229.61,289.8493,2519.4593,2657,15:56:25,2024-08-31,False,False,False,False
377,99751555650003,1399.5,181.935,1581.435,6015,03:13:32,2024-03-31,True,False,False,True
378,99751555650003,2952.5,383.825,3336.325,9707,16:35:10,2024-04-01,True,False,False,True
379,99751555650003,501.42,65.1846,566.6046,1044,18:58:24,2024-02-23,False,False,True,True
380,99751555650003,2611.5,339.495,2950.995,5042,18:12:55,2024-03-22,True,False,False,True
381,99751555650003,868.06,112.8478,980.9078,6754,12:47:56,2023-12-27,False,False,False,False
382,99751555650004,2786.15,362.1995,3148.3495000000003,5253,10:42:34,2024-01-20,True,False,False,True
383,99751555650004,1385.27,180.0851,1565.3551,4398,18:28:39,2024-08-04,False,False,False,False
384,99751555650004,1188.0,154.44,1342.44,1952,04:05:43,2024-03-05,False,False,False,False
385,99751555650004,1533.0,199.29,1732.29,3695,01:06:14,2023-11-29,True,False,True,True
386,99751555650005,1234.0,160.42000000000002,1394.42,2708,12:00:04,2024-03-13,True,False,False,True
387,99751555650005,1599.0,207.87,1806.87,6015,21:04:42,2024-01-01,True,False,False,True
388,99751555650005,2313.0,300.69,2613.69,7461,06:11:22,2024-07-04,True,False,False,True
389,99751555650005,2825.0,367.25,3192.25,9600,06:18:57,2023-11-24,True,False,False,True
390,99751555650005,958.5,124.605,1083.105,3328,21:55:22,2024-09-20,False,False,False,False
391,99751555650005,1155.48,150.2124,1305.6924,7060,17:57:34,2024-05-01,False,False,False,False
392,99751555650006,1618.0,210.34,1828.34,9707,13:05:39,2024-09-19,False,False,False,False
393,99751555650006,904.52,117.5876,1022.1076,6027,21:18:48,2024-11-12,False,False,False,False
394,99751555650007,859.8199999999999,111.7766,971.5966,2822,09:25:50,2024-09-20,False,False,False,False
395,99751555650007,774.29,100.6577,874.9476999999999,8342,16:53:52,2023-12-18,False,False,False,False
396,99751555650008,1972.0,256.36,2228.36,4807,09:52:34,2023-11-28,False,False,False,False
397,99751555650008,1269.0,164.97,1433.97,4398,17:40:02,2024-10-13,True,False,False,True
398,99751555650008,1385.0,180.05,1565.05,3803,06:39:30,2024-03-06,True,False,False,True
399,99751555650008,585.76,76.14880000000001,661.9088,4807,07:40:26,2023-12-22,False,False,False,False
400,99751555650009,1644.0,213.72,1857.72,2391,06:45:00,2024-11-14,False,False,False,False
401,99751555650009,1370.81,178.2053,1549.0153,1024,08:43:58,2024-07-04,False,False,False,False
402,99751555650009,2188.0,284.44,2472.44,3803,04:13:33,2024-06-29,False,False,False,False
403,99751555650009,1487.0,193.31,1680.31,4807,08:15:22,2024-02-18,False,False,False,False
404,99751555650009,2572.0,334.36,2906.36,1051,21:12:43,2024-08-07,False,False,False,False
405,99751555650009,768.5,99.905,868.405,5551,11:04:00,2024-06-15,False,False,False,False
406,99751555650009,1822.97,236.9861,2059.9561,6766,07:57:01,2024-06-18,False,False,False,False
407,99751555650009,2328.0,302.64,2630.64,4615,08:13:54,2024-02-20,False,False,False,False
408,99751555650009,1262.5,164.125,1426.625,8036,12:14:31,2024-02-22,False,False,False,False
409,99751555650009,2848.0,370.24,3218.24,5042,03:17:58,2024-02-01,False,False,False,False
410,99740489040001,2191.5,284.895,2476.395,9513,23:00:16,2024-07-20,False,False,False,False
411,99740489040001,2720.0,353.6,3073.6,5366,10:07:29,2024-05-17,False,False,False,False
412,99740489040001,3356.5,436.345,3792.845,2456,21:39:57,2023-11-28,False,False,False,False
413,99740489040001,2885.0,375.05,3260.05,8735,12:59:09,2023-12-18,False,False,False,False
414,99740489040001,1028.0,133.64,1161.64,5621,00:43:30,2023-12-03,False,False,False,False
415,99740489040001,1815.0,235.95,2050.95,9583,19:53:10,2024-07-31,False,False,False,False
416,99740489040001,3218.0,418.34,3636.34,7691,15:04:14,2024-05-08,False,False,False,False
417,99740489040001,577.84,75.1192,652.9592,2664,02:40:50,2023-12-17,False,False,False,False
418,99740489040001,3754.0,488.02,4242.02,1110,00:05:04,2024-06-23,False,False,False,False
419,99740489040001,3224.34,419.1642000000001,3643.5042,6155,07:01:38,2024-10-14,False,False,False,False
420,99740489040002,487.27,63.3451,550.6151,9275,02:40:44,2024-02-11,False,False,False,False
421,99740489040002,2012.25,261.59250000000003,2273.8425,4980,03:17:32,2024-07-24,False,False,False,False
422,99740489040002,1301.74,169.2262,1470.9662,2891,10:27:44,2024-11-01,False,False,False,False
423,99740489040002,1748.0,227.24,1975.24,1952,02:53:16,2023-12-23,False,False,False,False
424,99740489040002,2364.5,307.385,2671.885,8533,20:20:03,2024-03-14,False,False,False,False
425,99740489040002,3862.0,502.06,4364.06,1542,15:41:43,2024-02-25,False,True,False,True
426,99740489040002,2044.0,265.72,2309.7200000000003,5366,08:41:48,2024-10-31,False,False,False,False
427,99740489040002,875.39,113.8007,989.1907,9526,10:10:49,2024-03-21,False,False,False,False
428,99740489040002,2386.0,310.18,2696.18,9401,20:49:44,2023-12-31,False,False,False,False
429,99740489040002,1615.47,210.0111,1825.4811,4409,07:47:31,2023-12-05,False,False,False,False
430,99740489040003,2658.0,345.54,3003.54,9763,13:46:44,2024-01-26,False,False,False,False
431,99740489040003,764.0,99.32,863.32,9526,19:06:02,2023-12-15,False,False,False,False
432,99740489040003,3161.0,410.93,3571.93,5042,08:54:33,2024-03-04,False,False,False,False
433,99740489040003,2887.0,375.31,3262.31,7060,10:26:03,2024-06-12,False,False,False,False
434,99740489040004,1599.0,207.87,1806.87,2456,11:20:32,2024-07-24,False,False,False,False
435,99740489040005,1863.0,242.19,2105.19,3392,12:39:38,2024-05-04,False,False,False,False
436,99740489040005,1284.29,166.9577,1451.2477,4980,02:20:02,2024-11-02,False,False,False,False
437,99740489040005,1279.0,166.27,1445.27,2664,11:06:48,2024-09-25,False,False,False,False
438,99740489040005,1499.0,194.87,1693.87,1929,09:36:52,2024-07-14,False,False,False,False
439,99740489040005,2862.0,372.06,3234.06,5316,09:52:46,2024-01-07,False,False,False,False
440,99740489040005,1041.93,135.45090000000002,1177.3809,4980,11:13:42,2024-07-02,False,False,False,False
441,99740489040005,1595.5,207.415,1802.915,2493,01:28:47,2024-08-29,False,False,False,False
442,99740489040005,1966.5,255.645,2222.145,3328,07:52:18,2024-07-04,False,False,False,False
443,99740489040006,1950.0,253.5,2203.5,9410,02:38:34,2024-08-19,False,False,True,True
444,99740489040006,2769.0,359.97,3128.9700000000003,3824,17:52:31,2024-07-23,False,False,False,False
445,99740489040006,1829.0,237.77,2066.77,3328,10:29:31,2024-10-31,False,False,True,True
446,99740489040006,2363.0,307.19,2670.19,5316,03:14:25,2024-05-29,False,False,False,False
447,99740489040006,1978.5,257.205,2235.705,9763,17:17:27,2024-06-09,False,False,False,False
448,99740489040006,878.5,114.205,992.705,1576,03:01:41,2023-11-29,False,False,False,False
449,99740489040006,2055.04,267.1552,2322.1952,2708,23:34:31,2024-05-11,False,False,False,False
450,99740489040006,1663.15,216.2095,1879.3595,6840,12:59:22,2024-04-20,False,False,False,False
451,99782224770001,1698.27,220.7751,1919.0451,2456,06:41:40,2024-03-17,True,False,False,True
452,99782224770001,2128.5,276.705,2405.205,1576,01:43:27,2024-07-15,False,False,False,False
453,99782224770001,1350.97,175.6261,1526.5961,2219,10:59:26,2024-07-18,False,False,False,False
454,99782224770001,1828.42,237.6946,2066.1146,6754,18:10:50,2024-03-25,True,False,False,True
455,99782224770001,2382.0,309.66,2691.66,8735,09:58:15,2023-12-08,True,False,False,True
456,99782224770002,2522.0,327.86,2849.86,2891,14:48:20,2024-08-13,False,False,False,False
457,99782224770003,2461.0,319.93,2780.93,1328,18:33:36,2024-10-26,False,False,False,False
458,99782224770003,2714.5,352.885,3067.385,2099,17:29:34,2024-07-06,False,False,False,False
459,99782224770003,882.0,114.66,996.66,2099,12:10:03,2024-08-28,False,False,True,True
460,99782224770003,2553.5,331.955,2885.455,2664,16:55:55,2024-06-09,False,False,False,False
461,99782224770003,1059.0,137.67000000000002,1196.67,9707,10:37:24,2024-03-28,False,False,False,False
462,99782224770003,2450.07,318.5091,2768.5791,1777,14:49:15,2024-01-16,False,False,False,False
463,99782224770003,1224.0,159.12,1383.12,1576,19:23:47,2023-12-01,False,False,False,False
464,99782224770003,1486.5,193.245,1679.745,7691,02:01:46,2024-02-16,False,False,False,False
465,99782224770003,2027.0,263.51,2290.51,9401,22:12:28,2024-03-22,False,False,False,False
466,99782224770004,1915.04,248.9552,2163.9952,2822,13:48:09,2023-12-08,False,False,False,False
467,99782224770004,1474.0,191.62,1665.62,4893,03:59:30,2024-07-18,False,False,False,False
468,99782224770004,2022.0,262.86,2284.86,3290,19:40:53,2024-06-11,False,False,False,False
469,99782224770005,1580.0,205.4,1785.4,7461,22:16:17,2024-08-17,True,False,False,True
470,99782224770005,828.0,107.64,935.64,9689,11:48:26,2024-02-24,True,False,False,True
471,99782224770005,1269.0,164.97,1433.97,5621,11:21:01,2024-06-25,True,False,True,True
472,99782224770005,913.76,118.7888,1032.5488,8533,00:02:37,2024-02-18,True,False,False,True
473,99782224770005,2425.0,315.25,2740.25,5577,05:46:41,2023-12-31,True,False,False,True
474,99782224770005,1998.0,259.74,2257.74,9401,17:55:58,2024-05-09,True,False,False,True
475,99782224770005,4005.5,520.715,4526.215,9583,17:24:12,2024-02-15,False,True,False,True
476,99782224770005,2238.13,290.9569,2529.0869,4256,03:37:32,2023-12-20,False,False,False,False
477,99782224770006,2699.0,350.87,3049.87,6613,12:46:27,2024-05-17,True,False,False,True
478,99782224770006,1895.0,246.35,2141.35,1926,06:39:25,2024-07-12,True,False,False,True
479,99782224770006,2124.0,276.12,2400.12,8045,01:58:15,2024-05-01,False,False,False,False
480,99782224770006,988.0,128.44,1116.44,2803,14:51:28,2024-06-22,False,False,False,False
481,99782224770007,2126.5,276.445,2402.945,3392,01:36:07,2024-04-03,False,False,False,False
482,99782224770007,1915.0,248.95,2163.95,9600,17:02:21,2023-12-12,True,False,False,True
483,99782224770007,5634.0,732.4200000000001,6366.42,5621,16:13:15,2024-07-12,True,True,False,True
484,99782224770007,552.72,71.8536,624.5736,5577,10:56:22,2023-11-23,False,False,False,False
485,99782224770008,1554.0,202.02,1756.02,1689,09:11:15,2023-12-13,True,False,False,True
486,99782224770008,849.0,110.37,959.37,9763,12:15:18,2024-03-11,True,False,False,True
487,99782224770008,1086.0,141.18,1227.18,4980,09:31:42,2024-08-09,True,False,False,True
488,99782224770008,2001.3,260.169,2261.469,5042,01:11:06,2024-03-23,False,False,False,False
489,99782224770008,1728.51,224.7063,1953.2163,2891,02:57:21,2024-01-11,True,False,False,True
490,99782224770008,1341.5,174.395,1515.895,1296,10:41:34,2024-05-21,False,False,False,False
491,99782224770008,2731.0,355.03000000000003,3086.03,2822,17:35:33,2024-03-30,True,False,False,True
492,99782224770008,989.36,128.6168,1117.9768,8735,00:52:09,2024-08-24,True,False,False,True
493,99782224770008,2585.0,336.05,2921.05,7700,12:53:52,2024-11-11,False,False,False,False
494,99782224770008,1804.74,234.6162,2039.3562,7461,16:27:48,2023-11-20,False,False,False,False
495,99782224770009,1921.0,249.73,2170.73,1328,15:25:24,2024-05-28,True,False,False,True
496,99782224770009,2011.0,261.43,2272.43,1044,03:18:18,2024-11-13,True,False,False,True
497,99782224770009,1145.5,148.915,1294.415,8570,08:20:48,2024-04-07,False,False,False,False
498,99782224770009,2150.0,279.5,2429.5,3695,16:02:37,2024-05-11,False,False,False,False
499,99782224770009,1621.0,210.73,1831.73,684,10:24:48,2024-08-08,True,False,False,True
500,99782224770009,1349.0,175.37,1524.37,1110,14:14:51,2024-09-27,True,False,True,True
501,99782224770009,1521.5,197.795,1719.295,8045,15:45:18,2024-04-13,True,False,False,True
502,99782224770009,887.9300000000001,115.4309,1003.3609,2456,13:49:28,2024-09-18,True,False,True,True
503,99740792760001,4387.0,570.3100000000001,4957.31,4256,01:14:52,2024-05-17,True,False,False,True
504,99740792760001,2842.0,369.46,3211.46,8533,22:01:11,2024-08-07,True,False,False,True
505,99740792760001,3218.0,418.34,3636.34,9707,14:47:48,2024-08-26,True,False,False,True
506,99740792760001,1936.0,251.68,2187.68,2657,12:58:08,2024-09-15,True,False,True,True
507,99740792760001,2317.0,301.21000000000004,2618.21,2099,19:54:09,2024-05-03,False,False,False,False
508,99740792760001,1418.0,184.34,1602.34,5042,16:11:06,2024-01-18,True,False,False,True
509,99740792760001,1897.98,246.7374,2144.7174,3657,01:56:28,2023-12-06,True,False,False,True
510,99740792760001,2338.33,303.98290000000003,2642.3129,1110,11:46:00,2024-02-24,False,False,False,False
511,99740792760002,1127.57,146.5841,1274.1541,4387,04:00:28,2024-09-15,True,False,False,True
512,99740792760002,3630.5,471.965,4102.465,5551,01:44:14,2024-08-14,False,False,False,False
513,99740792760002,1825.0,237.25,2062.25,3290,01:22:26,2024-04-10,False,False,False,False
514,99740792760002,1944.6,252.798,2197.398,9475,06:24:55,2023-12-12,True,False,False,True
515,99740792760002,869.5,113.035,982.535,9707,17:27:05,2024-04-04,False,False,False,False
516,99740792760003,821.25,106.7625,928.0125,4980,13:27:10,2024-02-09,False,False,True,True
517,99740792760003,2546.0,330.98,2876.98,5366,01:21:51,2024-11-18,False,False,False,False
518,99740792760003,988.45,128.4985,1116.9485,1688,15:17:45,2024-09-07,False,False,False,False
519,99740792760004,2896.0,376.48,3272.48,7700,20:29:16,2024-07-07,False,False,False,False
520,99740792760004,3830.0,497.9,4327.9,1777,23:06:35,2024-08-18,False,False,False,False
521,99740792760004,2429.0,315.77000000000004,2744.77,3803,00:57:27,2024-02-15,False,False,False,False
522,99740792760004,2046.0,265.98,2311.98,1688,01:27:20,2024-09-18,False,False,True,True
523,99740792760004,1144.5,148.785,1293.285,3692,22:31:28,2024-06-29,False,False,False,False
524,99740792760004,1237.0,160.81,1397.81,870,05:35:36,2023-12-18,False,False,False,False
525,99740792760004,2276.6800000000003,295.96840000000003,2572.6484000000005,1688,21:08:37,2023-11-30,False,False,False,False
526,99740792760005,1865.0,242.45,2107.45,1576,00:05:01,2024-09-18,True,False,False,True
527,99740792760005,717.4200000000001,93.26460000000002,810.6846,7060,05:48:04,2024-03-22,True,False,False,True
528,99740792760005,2586.0,336.18,2922.18,8342,21:17:25,2024-07-14,True,False,False,True
529,99740792760005,1237.0,160.81,1397.81,5253,17:04:51,2024-04-23,True,False,False,True
530,99740792760005,1366.63,177.66190000000003,1544.2919000000002,4439,05:12:07,2023-12-28,False,False,False,False
531,99740792760005,1257.23,163.4399,1420.6699,6064,10:33:03,2024-05-23,False,False,False,False
532,99740792760005,1547.43,201.1659,1748.5959,1576,11:00:12,2024-08-15,True,False,False,True
533,99740792760005,405.0,52.65,457.65,2664,01:22:37,2024-06-08,False,False,True,True
534,99740792760005,1232.0,160.16,1392.16,4980,18:48:35,2024-01-05,True,False,False,True
535,99740792760006,2826.0,367.38,3193.38,9763,09:44:39,2024-08-26,True,False,False,True
536,99740792760006,2694.0,350.22,3044.2200000000003,1044,01:59:04,2024-04-09,True,False,False,True
537,99740792760006,2240.0,291.2,2531.2,3328,04:49:45,2024-03-23,True,False,False,True
538,99740792760006,2666.0,346.58,3012.58,2822,09:54:22,2023-11-29,True,False,False,True
539,99740792760006,810.5,105.365,915.865,2708,05:53:45,2024-05-08,False,False,False,False
540,99740792760006,1764.0,229.32,1993.32,4387,01:58:52,2024-09-22,True,False,False,True
541,99740792760006,2442.0,317.46000000000004,2759.46,2891,17:48:57,2024-06-06,False,False,False,False
542,99740792760006,830.0,107.9,937.9,9526,06:02:39,2024-03-06,True,False,False,True
543,99740792760006,2180.9700000000003,283.52610000000004,2464.4961000000003,2891,12:22:21,2024-04-14,False,False,False,False
544,99740792760006,1698.87,220.8531,1919.7231,664,18:06:29,2023-11-28,True,False,False,True
545,99740792760007,2113.0,274.69,2387.69,7060,03:30:21,2024-09-08,True,False,False,True
546,99740792760007,3277.64,426.0932,3703.7332,5577,21:23:39,2023-12-11,True,False,False,True
547,99740792760007,2262.2200000000003,294.08860000000004,2556.3086000000003,1952,23:04:55,2024-05-09,True,False,False,True
548,99740792760007,812.47,105.6211,918.0911,5621,13:26:41,2023-11-22,False,False,False,False
549,99740792760007,1956.65,254.3645,2211.0145,664,11:03:46,2024-05-06,False,False,False,False
550,99740792760007,2622.81,340.9653,2963.7753,1296,20:57:54,2024-05-17,True,False,False,True
551,99740792760007,3547.78,461.2114,4008.9914,104,22:01:06,2024-07-15,False,False,False,False
552,99740792760007,1605.0,208.65,1813.65,1328,03:02:47,2024-07-11,True,False,False,True
553,99740792760007,1058.62,137.6206,1196.2406,5060,01:59:32,2024-06-18,True,False,False,True
554,99740792760008,1731.5,225.095,1956.595,4256,04:19:30,2024-03-31,True,False,False,True
555,99740792760008,2008.0,261.04,2269.04,3551,23:32:31,2024-02-08,True,False,False,True
556,99740792760008,1614.0,209.82,1823.82,3657,21:04:47,2024-01-06,False,False,False,False
557,99740792760008,710.25,92.3325,802.5825,1051,17:08:33,2024-10-06,True,False,True,True
558,99740792760008,628.96,81.76480000000001,710.7248000000001,4980,20:50:05,2024-01-28,True,False,False,True
559,99740792760008,1981.0,257.53000000000003,2238.53,5060,23:34:05,2024-06-27,True,False,False,True
560,99740792760008,1540.5,200.265,1740.765,6064,23:40:51,2024-04-07,True,False,False,True
561,99740792760008,1646.29,214.0177,1860.3077,3145,10:24:43,2024-04-15,True,False,False,True
562,99740792760008,2855.5,371.215,3226.715,3692,14:13:24,2023-12-05,False,False,False,False
563,99740792760008,2532.0,329.16,2861.16,3657,03:56:13,2024-08-12,False,False,False,False
